Tiempo (s)	Temperatura (°C)		Voltaje HV (V)	Corriente (nA)
860	20		42.47	1.64
862	20		42.47	1.78
864	20.1		42.47	1.73
866	20		42.47	1.69
868	20.1		42.47	1.77
870	20		42.48	1.7
872	20		42.47	1.71
874	20		42.47	1.73
876	20		42.47	1.73
878	20		42.47	1.77
880	20		42.47	1.74
882	20		42.47	1.79
884	19.9		42.47	1.71
886	20		42.47	1.78
888	20		42.48	1.63
890	20		42.47	1.84
892	20		42.47	1.74
894	20		42.47	1.74
896	20		42.47	1.83
898	20		42.47	1.7
900	20		42.58	1.85
902	20		42.95	1.67
904	20		42.96	1.75
906	20.1		42.97	1.83
908	20		42.98	1.7
910	20		42.96	1.86
912	20		42.97	1.71
914	20		42.97	1.7
916	20		42.97	1.81
918	20		42.97	1.75
920	20		42.97	1.8
922	20		42.98	1.76
924	20.1		42.97	1.77
926	19.9		42.98	1.64
928	20		42.97	1.85
930	20		42.97	1.74
932	20		42.98	1.71
934	20		42.97	1.75
936	20		42.97	1.69
938	20		42.98	1.74
940	19.9		42.98	1.74
942	20		42.97	1.79
944	20		42.98	1.67
946	20		42.97	1.82
948	20		42.98	1.71
950	20		43.06	1.75
952	20		43.46	1.75
954	20		43.47	1.81
956	20		43.48	1.74
958	20		43.48	1.7
960	20		43.48	1.81
962	19.9		43.48	1.75
964	20		43.47	1.86
966	20		43.48	1.72
968	20		43.47	1.82
970	20		43.48	1.68
972	20		43.48	1.77
974	20		43.48	1.73
976	20		43.48	1.76
978	20		43.48	1.74
980	20		43.48	1.71
982	20		43.48	1.75
984	20		43.48	1.78
986	20		43.47	1.74
988	20		43.48	1.78
990	20		43.48	1.71
992	20		43.48	1.77
994	20		43.48	1.72
996	20		43.48	1.71
998	20		43.47	1.82
1000	20		43.63	1.82
1002	20		43.97	1.87
1004	20		43.98	1.73
1006	20		43.97	1.8
1008	19.9		43.98	1.81
1010	20		43.98	1.88
1012	20		43.98	1.77
1014	20		43.98	1.79
1016	20		43.98	1.83
1018	19.9		43.99	1.74
1020	20		43.98	1.84
1022	20		43.98	1.8
1024	20		43.98	1.73
1026	20		43.99	1.74
1028	20		43.98	1.84
1030	20		43.99	1.73
1032	20		43.99	1.71
1034	20		43.99	1.77
1036	20		43.98	1.78
1038	20		43.99	1.74
1040	20		43.98	1.84
1042	20		43.98	1.79
1044	20		43.98	1.81
1046	20		43.98	1.83
1048	20		43.98	1.78
1050	20		44.02	1.8
1052	19.9		44.48	1.78
1054	20		44.47	1.83
1056	20		44.49	1.7
1058	20		44.48	1.88
1060	20		44.49	1.76
1062	20		44.49	1.82
1064	20		44.49	1.86
1066	20.1		44.49	1.8
1068	20		44.49	1.71
1070	20		44.48	1.84
1072	20.1		44.49	1.78
1074	20		44.49	1.7
1076	20		44.48	1.82
1078	20		44.49	1.75
1080	19.9		44.49	1.78
1082	20		44.48	1.85
1084	20		44.49	1.71
1086	19.9		44.49	1.77
1088	20		44.48	1.91
1090	20		44.49	1.77
1092	20		44.49	1.8
1094	20		44.49	1.78
1096	19.9		44.49	1.83
1098	20		44.48	1.96
1100	20		44.67	1.68
1102	20		44.97	1.8
1104	20		44.99	1.88
1106	20		45	1.75
1108	20		45	1.79
1110	20		45	1.81
1112	20		45	1.8
1114	20		45	1.75
1116	20		45	1.77
1118	20		45	1.81
1120	20		44.99	1.9
1122	20		45	1.77
1124	20		45	1.76
1126	20		45	1.78
1128	20		45	1.87
1130	20		45	1.8
1132	20		45	1.86
1134	20		45	1.81
1136	20		45	1.85
1138	20		45	1.8
1140	20		45	1.84
1142	20		45	1.78
1144	20		45	1.77
1146	20		45	1.8
1148	20		45	1.81
1150	20		45	1.84
1152	20		45	1.75
1154	20		45	1.81
1156	20		45	1.8
1158	20		45	1.82
1160	19.9		45	1.82
1162	20		44.99	1.95
1164	20		45	1.77
1166	20		44.99	1.95
1168	20		45	1.74
1170	20		45	1.77
1172	20		44.99	1.87
1174	20		45	1.82
1176	20.1		45	1.84
1178	20		45	1.76
1180	20		45	1.86
1182	20		45	1.77
1184	20		44.99	1.88
1186	20		45	1.79
1188	20		45	1.75
1190	20		44.99	1.84
1192	20		45	1.74
1194	20		45	1.75
1196	20		45	1.8
1198	20		45	1.8
1200	20		45.01	1.83
1202	20		45.5	1.72
1204	19.9		45.49	1.77
1206	20		45.49	1.92
1208	19.9		45.5	1.72
1210	20		45.49	1.91
1212	20		45.5	1.72
1214	20		45.49	1.79
1216	20		45.49	1.86
1218	20		45.49	1.88
1220	20		45.5	1.82
1222	20		45.5	1.79
1224	20		45.5	1.8
1226	20		45.5	1.79
1228	20		45.49	1.91
1230	20		45.5	1.79
1232	20		45.5	1.77
1234	20.1		45.5	1.75
1236	20		45.5	1.74
1238	20		45.49	1.8
1240	20		45.49	1.81
1242	20		45.5	1.73
1244	20		45.49	1.86
1246	20		45.5	1.81
1248	20		45.49	1.82
1250	20.1		45.5	1.74
1252	19.9		46	1.78
1254	20		45.98	1.96
1256	20		46.01	1.74
1258	20		46	1.8
1260	20		46	1.89
1262	20		46	1.76
1264	20		46	1.83
1266	20		46.01	1.77
1268	20		46.01	1.8
1270	20		46	1.84
1272	20		46	1.84
1274	20		46	1.86
1276	20		46	1.85
1278	20		46.01	1.82
1280	20		46.01	1.84
1282	20		46.01	1.83
1284	20		46.01	1.79
1286	20		46	1.86
1288	20		46.01	1.8
1290	20		46.01	1.75
1292	20		46.01	1.77
1294	19.9		46.01	1.85
1296	20		46	1.84
1298	20		46.01	1.77
1300	20		46	1.86
1302	20		46.01	1.8
1304	20		46.15	1.85
1306	20		46.49	1.81
1308	20		46.5	1.82
1310	20		46.5	1.83
1312	20		46.51	1.82
1314	20.1		46.51	1.82
1316	20		46.51	1.74
1318	20		46.5	1.93
1320	20		46.51	1.8
1322	20		46.5	1.82
1324	20		46.51	1.79
1326	20		46.51	1.89
1328	20		46.51	1.85
1330	20		46.51	1.92
1332	20		46.51	1.89
1334	20		46.5	1.86
1336	20		46.51	1.84
1338	20		46.51	1.86
1340	20		46.51	1.82
1342	20		46.51	1.83
1344	20		46.51	1.85
1346	19.9		46.51	1.79
1348	20		46.5	1.91
1350	20		46.73	1.78
1352	20		46.99	1.87
1354	20		47.01	1.84
1356	20		47.01	1.81
1358	20		47.01	1.92
1360	20.1		47.02	1.77
1362	20		47.02	1.81
1364	20		47.01	1.9
1366	20		47.02	1.84
1368	20		47.01	1.89
1370	20		47.02	1.81
1372	20		47.02	1.83
1374	20		47.01	1.83
1376	19.9		47.01	1.84
1378	20		47.01	1.91
1380	20		47.02	1.74
1382	20		47.01	1.88
1384	19.9		47.01	1.84
1386	20		47.01	1.86
1388	20		47.02	1.78
1390	20		47.01	1.76
1392	20		47.01	1.83
1394	20		47.01	1.83
1396	20		47.01	1.79
1398	20		47.01	1.79
1400	20		47.19	1.88
1402	20		47.5	1.8
1404	20		47.51	1.76
1406	20		47.51	1.94
1408	20		47.51	1.8
1410	20		47.51	1.8
1412	20		47.52	1.82
1414	20.1		47.51	1.85
1416	20		47.52	1.81
1418	20		47.51	1.89
1420	20		47.51	1.79
1422	20		47.51	1.81
1424	20.1		47.51	1.89
1426	20		47.52	1.74
1428	20		47.51	1.87
1430	20		47.51	1.79
1432	20		47.51	1.82
1434	20		47.51	1.79
1436	20		47.51	1.79
1438	20		47.51	1.83
1440	20		47.51	1.86
1442	20		47.51	1.81
1444	20		47.52	1.77
1446	20		47.51	1.81
1448	20		47.51	1.85
1450	20		47.52	1.88
1452	20		47.51	1.87
1454	20		47.51	1.8
1456	20		47.51	1.85
1458	20		47.51	1.81
1460	20		47.51	1.83
1462	20		47.51	1.85
1464	20		47.52	1.82
1466	20		47.51	1.82
1468	20		47.52	1.78
1470	20		47.51	1.76
1472	20		47.51	1.81
1474	20		47.51	1.81
1476	19.9		47.51	1.83
1478	20		47.51	1.91
1480	20		47.52	1.75
1482	20		47.51	1.78
1484	20		47.52	1.79
1486	20		47.51	1.87
1488	20.1		47.51	1.89
1490	20		47.52	1.79
1492	20		47.51	1.86
1494	20		47.52	1.77
1496	20		47.51	1.87
1498	20		47.51	1.81
1500	20		47.69	1.9
1502	20		48	1.84
1504	20		48.01	1.79
1506	20.1		48.01	1.79
1508	20		48.02	1.78
1510	20		48.01	1.9
1512	20		48.01	1.85
1514	20		48.02	1.78
1516	20		48.01	1.9
1518	20.1		48.02	1.79
1520	20		48.02	1.82
1522	20		48.01	1.92
1524	20		48.01	1.86
1526	20		48.02	1.77
1528	20		48.01	1.85
1530	20		48.02	1.81
1532	20		48.02	1.84
1534	20		48.02	1.8
1536	20		48.02	1.84
1538	20		48.02	1.86
1540	20		48.02	1.82
1542	20		48.02	1.84
1544	20		48.02	1.85
1546	20		48.02	1.82
1548	20		48.01	1.97
1550	20		48.03	1.92
1552	20		48.52	1.92
1554	20		48.5	1.89
1556	20		48.51	1.85
1558	20		48.51	1.87
1560	20		48.51	1.89
1562	20		48.51	1.83
1564	20		48.51	1.77
1566	20		48.51	1.88
1568	20		48.51	1.83
1570	20		48.51	1.88
1572	20		48.51	1.85
1574	20		48.51	1.85
1576	20		48.51	1.88
1578	20		48.51	1.88
1580	20		48.51	1.86
1582	20		48.51	1.84
1584	20		48.51	1.79
1586	20		48.51	1.86
1588	20.1		48.51	1.85
1590	20		48.52	1.76
1592	20		48.5	1.87
1594	20		48.51	1.89
1596	20		48.51	1.78
1598	20		48.5	1.91
1600	20		48.75	1.87
1602	20		49	1.86
1604	20		49.01	1.83
1606	20		49.01	1.84
1608	20		49.01	1.88
1610	20		49.01	1.87
1612	20		49.02	1.87
1614	20		49.02	1.84
1616	20		49.02	1.85
1618	20		49.01	1.9
1620	20		49.02	1.85
1622	20		49.01	1.95
1624	20		49.01	1.88
1626	20		49.02	1.86
1628	20		49.02	1.85
1630	20		49.02	1.85
1632	20		49.01	1.83
1634	19.9		49.02	1.91
1636	20.1		49.01	1.88
1638	20		49.02	1.81
1640	20		49.01	1.89
1642	20		49.02	1.85
1644	20		49.01	1.86
1646	20		49.02	1.85
1648	20		49.02	1.75
1650	20		49.13	1.86
1652	20		49.51	1.85
1654	20		49.51	1.82
1656	20		49.52	1.79
1658	20		49.52	1.82
1660	20		49.52	1.77
1662	20		49.52	1.83
1664	20		49.52	1.85
1666	20		49.52	1.8
1668	20		49.52	1.94
1670	20		49.52	1.83
1672	20		49.52	1.85
1674	20		49.52	1.87
1676	20		49.52	1.81
1678	20		49.52	1.87
1680	20		49.52	1.89
1682	20		49.52	1.8
1684	20		49.52	1.88
1686	20		49.52	1.87
1688	20		49.52	1.8
1690	20		49.52	1.85
1692	20		49.52	1.82
1694	20		49.52	1.91
1696	20		49.52	1.86
1698	20		49.52	1.9
1700	20		49.52	1.91
1702	20		49.72	1.92
1704	20		50.01	1.82
1706	20.1		50.01	1.91
1708	20		50.02	1.84
1710	20		50.01	1.94
1712	20		50.02	1.97
1714	20		50.02	1.87
1716	20		50.02	1.91
1718	20		50.02	1.83
1720	20		50.02	1.9
1722	20		50.02	1.87
1724	20		50.02	1.91
1726	20		50.02	1.87
1728	20		50.02	1.91
1730	20		50.02	1.88
1732	20		50.02	1.88
1734	20		50.01	1.91
1736	20		50.02	1.85
1738	20		50.02	1.88
1740	20		50.01	1.86
1742	20		50.02	1.87
1744	20		50.02	1.95
1746	20		50.02	1.94
1748	20		50.03	1.82
1750	20.1		50.02	2.02
1752	20		50.55	1.91
1754	20.1		50.51	1.93
1756	20		50.53	1.79
1758	20		50.52	1.87
1760	20		50.52	1.89
1762	20		50.53	1.83
1764	20		50.52	1.88
1766	20.1		50.53	1.84
1768	20		50.52	1.88
1770	20		50.52	2.03
1772	20		50.52	1.9
1774	20		50.52	1.89
1776	20		50.52	1.96
1778	20		50.52	1.93
1780	20		50.52	1.93
1782	20		50.53	1.9
1784	20		50.52	1.92
1786	20		50.52	1.91
1788	20.1		50.53	1.9
1790	20		50.52	1.91
1792	20		50.52	1.97
1794	19.9		50.52	1.95
1796	20.1		50.51	1.99
1798	19.9		50.53	1.85
1800	20		50.63	2.1
1802	19.9		51.02	1.9
1804	20		51.02	1.99
1806	20		51.03	1.85
1808	19.9		51.03	1.94
1810	20		51.02	1.94
1812	20		51.03	1.89
1814	20		51.03	1.92
1816	20		51.03	1.87
1818	20		51.03	1.9
1820	20		51.03	1.88
1822	20		51.03	1.85
1824	20		51.03	1.9
1826	20		51.03	1.86
1828	20		51.03	1.95
1830	20		51.03	1.92
1832	20		51.03	1.91
1834	20		51.03	1.9
1836	20		51.03	1.92
1838	20		51.03	1.88
1840	20		51.03	1.9
1842	20		51.03	1.91
1844	20		51.03	1.87
1846	20		51.03	1.95
1848	20.1		51.03	1.93
1850	20		51.14	1.88
1852	20.1		51.52	2.02
1854	20		51.53	1.88
1856	20		51.52	1.95
1858	20		51.52	1.89
1860	20		51.52	1.95
1862	20		51.53	1.87
1864	20		51.52	1.96
1866	20		51.53	1.92
1868	20		51.52	1.94
1870	20		51.52	2
1872	20		51.53	1.89
1874	20		51.53	1.88
1876	20		51.52	1.93
1878	20		51.53	1.9
1880	20		51.53	1.93
1882	20		51.52	1.98
1884	20		51.52	2
1886	20		51.53	1.93
1888	19.9		51.53	1.9
1890	20		51.52	2
1892	20		51.52	1.91
1894	20		51.53	1.89
1896	20		51.52	1.84
1898	20		51.52	1.92
1900	20		51.68	2.01
1902	20		52.01	2.05
1904	20		52.03	2.06
1906	20		52.03	2.11
1908	20		52.04	2.05
1910	20.1		52.03	2.08
1912	20		52.04	2.05
1914	20		52.03	2.06
1916	20		52.04	2.08
1918	20		52.04	2.11
1920	20		52.04	2.1
1922	20		52.04	2.08
1924	20		52.04	2.08
1926	20		52.04	2.07
1928	20		52.03	2.15
1930	20		52.04	2.08
1932	20		52.04	2.1
1934	20		52.03	2.09
1936	20		52.03	2.03
1938	20		52.04	2.08
1940	20		52.03	2.06
1942	20		52.03	2.1
1944	20		52.03	2.13
1946	20		52.04	2.04
1948	20		52.03	2.11
1950	20		52.16	2.43
1952	20		52.53	3.17
1954	20		52.53	3.29
1956	20		52.54	3.27
1958	20.1		52.54	3.27
1960	20.1		52.54	3.22
1962	20		52.54	3.25
1964	20		52.53	3.31
1966	20		52.53	3.33
1968	20		52.54	3.22
1970	20		52.54	3.24
1972	20		52.54	3.26
1974	20		52.53	3.32
1976	20		52.54	3.27
1978	20		52.54	3.26
1980	20		52.53	3.33
1982	20		52.54	3.32
1984	20		52.54	3.32
1986	20		52.53	3.32
1988	20		52.54	3.27
1990	20		52.54	3.32
1992	20		52.54	3.29
1994	20		52.54	3.3
1996	20		52.91	5.11
1998	20		53.03	5.55
2000	20		53.03	5.68
2002	20		53.04	5.52
2004	20		53.04	5.61
2006	20		53.04	5.6
2008	20		53.04	5.66
2010	20		53.04	5.57
2012	20		53.04	5.63
2014	20		53.03	5.63
2016	20		53.04	5.67
2018	20		53.04	5.6
2020	20		53.04	5.67
2022	20		53.04	5.64
2024	20		53.04	5.63
2026	20		53.04	5.58
2028	20		53.04	5.57
2030	20		53.03	5.74
2032	20		53.04	5.53
2034	20		53.04	5.65
2036	20		53.04	5.61
2038	20		53.03	5.68
2040	20		53.04	5.63
2042	19.9		53.04	5.62
2044	20.1		53.03	5.77
2046	20.1		53.05	5.52
2048	20		53.04	5.61
2050	20		53.08	6.02
2052	20		53.55	8.81
2054	20		53.52	8.7
2056	20		53.53	8.75
2058	20		53.53	8.86
2060	20		53.54	8.76
2062	20		53.53	8.8
2064	20		53.53	8.83
2066	20		53.53	8.86
2068	20		53.54	8.8
2070	20		53.54	8.9
2072	20		53.54	8.84
2074	20		53.53	8.85
2076	20		53.53	8.85
2078	20		53.54	8.75
2080	20		53.53	8.9
2082	20		53.54	8.84
2084	20		53.54	8.73
2086	20		53.53	8.85
2088	20		53.54	8.88
2090	20		53.54	8.82
2092	20		53.54	8.91
2094	20		53.53	8.85
2096	20		53.54	8.83
2098	20		53.53	8.86
2100	20		53.72	10.35
2102	20		54.03	12.68
2104	20		54.04	12.71
2106	20		54.04	12.8
2108	20		54.04	12.77
2110	20		54.04	12.87
2112	20		54.04	12.87
2114	20		54.04	12.79
2116	20		54.04	12.85
2118	20		54.04	12.78
2120	20		54.04	12.75
2122	20		54.04	12.79
2124	19.9		54.04	12.86
2126	20		54.03	13
2128	20		54.05	12.79
2130	20		54.04	12.81
2132	20		54.04	12.71
2134	20		54.04	12.93
2136	20		54.04	12.87
2138	20		54.04	12.75
2140	20		54.04	12.66
2142	20		54.04	12.87
2144	20		54.04	12.93
2146	20		54.04	12.89
2148	20		54.04	12.9
2150	20		54.04	12.86
2152	20		54.04	12.93
2154	20		54.04	12.84
2156	20		54.04	12.83
2158	20		54.04	12.72
2160	20		54.49	17.03
2162	20		54.52	17.27
2164	20		54.53	17.41
2166	20		54.53	17.51
2168	20		54.53	17.46
2170	20		54.53	17.32
2172	20		54.54	17.48
2174	20		54.53	17.64
2176	20		54.54	17.53
2178	20		54.53	17.65
2180	20		54.54	17.57
2182	20		54.53	17.57
2184	20		54.54	17.48
2186	20		54.54	17.52
2188	20		54.53	17.56
2190	20		54.54	17.44
2192	20.1		54.53	17.54
2194	20		54.54	17.42
2196	20		54.52	17.5
2198	20		54.54	17.28
2200	20		54.62	18.54
2202	20		55.03	22.91
2204	20		55.02	22.88
2206	20		55.04	22.86
2208	20		55.03	22.81
2210	20		55.03	23.01
2212	20		55.04	22.92
2214	20		55.04	22.86
2216	20		55.04	23.09
2218	20		55.04	22.98
2220	20		55.04	22.92
2222	20		55.03	23.09
2224	20		55.04	22.92
2226	20		55.04	23.04
2228	20		55.03	22.96
2230	20		55.03	22.95
2232	20		55.04	22.74
2234	20		55.04	22.89
2236	19.9		55.03	22.96
2238	20		55.03	23.08
2240	20		55.04	23
2242	20		55.04	23.02
2244	20		55.04	22.98
2246	20		55.03	22.91
2248	20		55.04	22.86
2250	20		55.04	23.06
2252	20		55.04	22.89
2254	20		55.04	23.01
2256	20		55.04	22.94
2258	20		55.04	22.92
2260	20		55.5	28.81
2262	20		55.53	29.14
2264	20		55.53	29.21
2266	20		55.53	29.02
2268	20		55.54	28.92
2270	20		55.53	29.3
2272	20		55.54	29.08
2274	20		55.53	29.32
2276	20		55.53	29.34
2278	20		55.54	29.05
2280	20		55.54	29.27
2282	20		55.53	29.21
2284	20		55.54	29.27
2286	20		55.54	29.16
2288	20		55.53	29.32
2290	20		55.53	29.28
2292	20		55.54	29.16
2294	20		55.54	29.21
2296	20		55.54	29.16
2298	20		55.54	29.23
2300	20		55.7	31.71
2302	20		56.02	36.26
2304	20		56.03	36.32
2306	20		56.03	36.38
2308	20		56.03	36.53
2310	20		56.03	36.47
2312	20		56.04	36.24
2314	20		56.03	36.53
2316	20.1		56.03	36.25
2318	20		56.04	36.41
2320	20		56.03	36.63
2322	20		56.03	36.45
2324	20		56.04	36.27
2326	20		56.03	36.53
2328	20		56.04	36.31
2330	20		56.03	36.31
2332	20.1		56.04	36.41
2334	20		56.04	36.44
2336	20		56.03	36.47
2338	20		56.03	36.55
2340	20		56.03	36.55
2342	20		56.04	36.4
2344	20		56.03	36.73
2346	20		56.04	36.31
2348	20		56.03	36.46
2350	20		56.21	39.36
2352	20		56.53	44.98
2354	20		56.54	44.77
2356	20		56.54	44.83
2358	20		56.54	44.99
2360	20		56.54	44.91
2362	20		56.55	45.05
2364	20		56.54	44.74
2366	20		56.54	44.9
2368	20		56.54	45.01
2370	20		56.54	44.8
2372	20		56.53	44.84
2374	20		56.55	44.88
2376	20		56.54	44.9
2378	20		56.54	44.86
2380	20		56.53	44.91
2382	19.9		56.55	45.11
2384	20		56.53	44.83
2386	20		56.55	44.55
2388	20		56.54	44.71
2390	20		56.55	44.91
2392	20		56.54	44.93
2394	20		56.54	45
2396	20		56.55	44.99
2398	20		56.54	44.99
2400	20		56.76	48.78
2402	20		57.03	54.39
2404	20		57.04	54.77
2406	20		57.05	54.58
2408	20		57.04	54.7
2410	20		57.04	54.71
2412	20		57.05	54.58
2414	20		57.05	54.71
2416	20		57.05	54.78
2418	20		57.05	54.94
2420	20		57.05	54.8
2422	20		57.05	54.67
2424	20		57.04	54.7
2426	20		57.05	54.96
2428	20		57.05	54.77
2430	20		57.05	54.69
2432	20		57.05	54.82
2434	20		57.05	54.51
2436	20		57.05	54.49
2438	20		57.05	54.51
2440	20		57.05	54.38
2442	20		57.05	54.72
2444	20		57.05	54.76
2446	20		57.05	54.75
2448	20		57.05	54.78
2450	20		57.14	56.8
2452	19.9		57.55	66.4
2454	20		57.53	65.92
2456	20		57.54	66.09
2458	20		57.54	65.94
2460	20		57.55	66.11
2462	20		57.54	66.27
2464	20		57.55	66.03
2466	20		57.55	66.13
2468	20.1		57.55	65.97
2470	20		57.55	66.15
2472	20		57.54	66.18
2474	20		57.55	65.83
2476	20		57.55	65.76
2478	20		57.55	65.8
2480	20		57.55	66.4
2482	20		57.55	65.84
2484	20		57.55	65.86
2486	20		57.54	66.05
2488	20		57.54	65.57
2490	20		57.55	66.01
2492	20		57.54	65.83
2494	20		57.55	65.77
2496	20		57.54	65.87
2498	20		57.55	65.9
2500	20		57.74	70.72
2502	20		58.04	78.79
2504	20		58.04	79.22
2506	20		58.04	78.79
2508	20		58.04	79.06
2510	20		58.05	79.4
2512	20		58.05	78.83
2514	20		58.05	79.73
2516	20		58.04	79.19
2518	20		58.05	79.72
2520	20		58.05	79.2
2522	20		58.05	78.85
2524	20		58.05	79.38
2526	20		58.05	79.1
2528	20		58.04	79
2530	20		58.05	78.84
2532	20		58.06	78.96
2534	20		58.05	79.22
2536	20		58.05	78.96
2538	20		58.04	78.97
2540	20		58.05	79.04
2542	20		58.04	78.93
2544	20		58.05	79.25
2546	20		58.05	79
2548	20		58.05	79.22
2550	20.1		58.29	86.02
2552	20		58.55	94
2554	20		58.55	94.37
2556	20		58.55	94.08
2558	20		58.55	94.56
2560	20		58.55	94.52
2562	20		58.55	94.46
2564	20		58.55	94.78
2566	20		58.54	94.58
2568	20		58.55	94.71
2570	19.9		58.55	93.98
2572	20		58.55	94.4
2574	20		58.55	93.95
2576	19.9		58.55	94.36
2578	20		58.54	95.22
2580	20		58.55	94.12
2582	20		58.56	94.38
2584	19.9		58.55	94.01
2586	20		58.54	93.83
2588	20		58.55	94
2590	20		58.55	94.12
2592	20		58.55	94.93
2594	20		58.56	94.52
2596	20		58.55	94.25
2598	20		58.55	94.31
2600	20		58.59	95.69
2602	20		59.05	112.16
2604	20		59.04	111.96
2606	20		59.05	111.85
2608	20		59.05	111.98
2610	20		59.04	111.66
2612	20		59.05	111.72
2614	20		59.05	111.6
2616	20		59.05	111.62
2618	20		59.04	111.69
2620	20		59.05	112.39
2622	20		59.05	112.2
2624	20		59.05	111.59
2626	20		59.05	111.94
2628	20		59.04	111.44
2630	20.1		59.05	111.9
2632	20		59.05	111.83
2634	20		59.04	112.05
2636	20		59.05	112.25
2638	20		59.05	112.18
2640	20		59.05	112.15
2642	20		59.05	111.74
2644	20		59.04	111.92
2646	20		59.05	111.59
2648	20		59.05	112.51
2650	20.1		59.17	117.04
2652	19.9		59.56	133.29
2654	19.9		59.53	132.52
2656	20		59.55	132.93
2658	20		59.56	133.22
2660	20.1		59.55	132.4
2662	20		59.56	133.33
2664	20		59.55	133.42
2666	20.1		59.56	132.62
2668	20		59.56	132.84
2670	20.1		59.56	133.4
2672	20		59.56	133.14
2674	20		59.55	132.51
2676	20		59.56	132.46
2678	20		59.56	133.22
2680	20		59.55	132.58
2682	20		59.56	133.25
2684	20		59.56	133.45
2686	20		59.55	132.94
2688	20		59.55	133.57
2690	20		59.56	132.9
2692	20		59.55	132.95
2694	20		59.56	133.44
2696	20		59.56	133.34
2698	20.1		59.56	133.03
2700	20		59.62	135.66
2702	20.1		60.04	157.34
2704	20		60.06	158.12
2706	20.1		60.05	158.39
2708	20.1		60.06	158.71
2710	20.1		60.06	158.72
2712	20.1		60.07	158.35
2714	20.1		60.06	158.06
2716	20.1		60.06	157.78
2718	20.1		60.06	157.31
2720	20.1		60.06	158.87
2722	20.1		60.07	158.08
2724	20		60.06	157.56
2726	20		60.05	158.6
2728	20		60.05	157.91
2730	20		60.06	158.05
2732	20		60.06	158.84
2734	20		60.06	158.06
2736	20		60.05	158.01
2738	20.1		60.06	157.89
2740	20		60.06	157.86
2742	20		60.06	157.82
2744	20		60.06	158.4
2746	20		60.06	156.93
2748	20		60.06	157.75
2750	20		60.06	158.33
